Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Agam, Kab.",ID.SB.AG,Total Population (in number of people),SP.POP.TOTL,472995,476881,480722,484288,487914,491282,494614
"Agam, Kab.",ID.SB.AG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Agam, Kab.",ID.SB.AG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Agam, Kab.",ID.SB.AG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.02,7.58,7.83,7.59,6.76,6.75,6.75
"Bukittinggi, Kota",ID.SB.BU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bukittinggi, Kota",ID.SB.BU,Total Population (in number of people),SP.POP.TOTL,120491,122621,124715,126804,128783,130773,132723
"Bukittinggi, Kota",ID.SB.BU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bukittinggi, Kota",ID.SB.BU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bukittinggi, Kota",ID.SB.BU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.96,5.36,5.48,5.35,4.92,4.6,4.54
"Dharmasraya, Kab.",ID.SB.DH,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Dharmasraya, Kab.",ID.SB.DH,Total Population (in number of people),SP.POP.TOTL,216928,223112,229313,235476,241571,247579,253483
"Dharmasraya, Kab.",ID.SB.DH,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Dharmasraya, Kab.",ID.SB.DH,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Dharmasraya, Kab.",ID.SB.DH,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.97,7.17,7.16,6.68,6.42,6.29,6.23
"Kepulauan Mentawai, Kab.",ID.SB.KM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kepulauan Mentawai, Kab.",ID.SB.KM,Total Population (in number of people),SP.POP.TOTL,83603,85295,86981,88692,90373,92021,93575
"Kepulauan Mentawai, Kab.",ID.SB.KM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kepulauan Mentawai, Kab.",ID.SB.KM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kepulauan Mentawai, Kab.",ID.SB.KM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.96,15.52,15.12,14.67,14.44,14.43,14.35
"Limapuluh Kota, Kab",ID.SB.LP,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Limapuluh Kota, Kab",ID.SB.LP,Total Population (in number of people),SP.POP.TOTL,365389,368985,372568,376072,379514,382817,385989
"Limapuluh Kota, Kab",ID.SB.LP,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Limapuluh Kota, Kab",ID.SB.LP,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Limapuluh Kota, Kab",ID.SB.LP,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.48,7.65,7.59,7.15,6.99,6.97,6.86
"Padang Panjang, Kota",ID.SB.PJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Padang Panjang, Kota",ID.SB.PJ,Total Population (in number of people),SP.POP.TOTL,50208,50883,51712,52422,52994,53693,54421
"Padang Panjang, Kota",ID.SB.PJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Padang Panjang, Kota",ID.SB.PJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Padang Panjang, Kota",ID.SB.PJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.4,6.74,6.75,6.17,5.88,5.6,5.24
"Padang Pariaman, Kab.",ID.SB.PP,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Padang Pariaman, Kab.",ID.SB.PP,Total Population (in number of people),SP.POP.TOTL,403530,406076,408612,411003,413272,415613,417781
"Padang Pariaman, Kab.",ID.SB.PP,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Padang Pariaman, Kab.",ID.SB.PP,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Padang Pariaman, Kab.",ID.SB.PP,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.39,8.86,8.91,8.46,8.04,7.1,6.95
"Padang, Kota",ID.SB.PD,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Padang, Kota",ID.SB.PD,Total Population (in number of people),SP.POP.TOTL,889561,902413,914968,927011,939112,950871,962196
"Padang, Kota",ID.SB.PD,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Padang, Kota",ID.SB.PD,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Padang, Kota",ID.SB.PD,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.56,4.93,4.68,4.74,4.7,4.48,4.4
"Pariaman, Kota",ID.SB.PA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pariaman, Kota",ID.SB.PA,Total Population (in number of people),SP.POP.TOTL,83610,84709,85691,86618,87626,88501,89402
"Pariaman, Kota",ID.SB.PA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pariaman, Kota",ID.SB.PA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pariaman, Kota",ID.SB.PA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.12,5.42,5.23,5.2,5.03,4.76,4.1
"Pasaman Barat, Kab.",ID.SB.PB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pasaman Barat, Kab.",ID.SB.PB,Total Population (in number of people),SP.POP.TOTL,401624,410307,418785,427295,435612,443722,451705
"Pasaman Barat, Kab.",ID.SB.PB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pasaman Barat, Kab.",ID.SB.PB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pasaman Barat, Kab.",ID.SB.PB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.08,7.93,7.4,7.26,7.34,7.14,7.04
"Pasaman, Kab",ID.SB.PM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pasaman, Kab",ID.SB.PM,Total Population (in number of people),SP.POP.TOTL,266888,269883,272804,275728,278480,281211,283864
"Pasaman, Kab",ID.SB.PM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pasaman, Kab",ID.SB.PM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pasaman, Kab",ID.SB.PM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.6,8.14,7.65,7.41,7.31,7.21,7.16
"Payakumbuh, Kota",ID.SB.PY,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Payakumbuh, Kota",ID.SB.PY,Total Population (in number of people),SP.POP.TOTL,125690,127826,129807,131819,133703,135573,137487
"Payakumbuh, Kota",ID.SB.PY,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Payakumbuh, Kota",ID.SB.PY,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Payakumbuh, Kota",ID.SB.PY,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.01,6.67,6.46,5.88,5.77,5.68,5.65
"Pesisir Selatan, Kab.",ID.SB.PS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pesisir Selatan, Kab.",ID.SB.PS,Total Population (in number of people),SP.POP.TOTL,446479,450186,453822,457285,460716,463923,467062
"Pesisir Selatan, Kab.",ID.SB.PS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pesisir Selatan, Kab.",ID.SB.PS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pesisir Selatan, Kab.",ID.SB.PS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.82,8.46,7.92,7.79,7.59,7.88,7.61
"Sawahlunto, Kota",ID.SB.SL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sawahlunto, Kota",ID.SB.SL,Total Population (in number of people),SP.POP.TOTL,59608,60186,60778,61398,61898,62524,63027
"Sawahlunto, Kota",ID.SB.SL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sawahlunto, Kota",ID.SB.SL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sawahlunto, Kota",ID.SB.SL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,2.25,2.22,2.21,2.01,2.39,2.17,2.16
"Sijunjung, Kab.",ID.SB.SJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sijunjung, Kab.",ID.SB.SJ,Total Population (in number of people),SP.POP.TOTL,218588,222512,226300,230104,233810,237376,240916
"Sijunjung, Kab.",ID.SB.SJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sijunjung, Kab.",ID.SB.SJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sijunjung, Kab.",ID.SB.SJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.74,7.87,7.6,7.35,7.11,7.04,6.78
"Solok Selatan, Kab.",ID.SB.SK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Solok Selatan, Kab.",ID.SB.SK,Total Population (in number of people),SP.POP.TOTL,156901,159796,162724,165603,168411,171075,173784
"Solok Selatan, Kab.",ID.SB.SK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Solok Selatan, Kab.",ID.SB.SK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Solok Selatan, Kab.",ID.SB.SK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.33,7.52,7.35,7.21,7.07,7.33,7.15
"Solok, Kab.",ID.SB.SM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Solok, Kab.",ID.SB.SM,Total Population (in number of people),SP.POP.TOTL,361095,363684,366213,368691,371105,373414,375722
"Solok, Kab.",ID.SB.SM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Solok, Kab.",ID.SB.SM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Solok, Kab.",ID.SB.SM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.53,10,9.32,9.06,8.88,7.98,7.81
"Solok, Kota",ID.SB.SO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Solok, Kota",ID.SB.SO,Total Population (in number of people),SP.POP.TOTL,64819,66106,67307,68602,69776,71010,72106
"Solok, Kota",ID.SB.SO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Solok, Kota",ID.SB.SO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Solok, Kota",ID.SB.SO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.16,4.12,3.86,3.66,3.3,3.24,2.77
"Tanah Datar, Kab.",ID.SB.TD,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tanah Datar, Kab.",ID.SB.TD,Total Population (in number of people),SP.POP.TOTL,343875,344828,345706,346578,347407,348219,348894
"Tanah Datar, Kab.",ID.SB.TD,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tanah Datar, Kab.",ID.SB.TD,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tanah Datar, Kab.",ID.SB.TD,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.29,5.82,5.68,5.56,5.32,4.66,4.4
"Banyuasin, Kab.",ID.SL.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banyuasin, Kab.",ID.SL.BA,Total Population (in number of people),SP.POP.TOTL,799998,811501,822575,833625,844175,854628,864510
"Banyuasin, Kab.",ID.SL.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banyuasin, Kab.",ID.SL.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banyuasin, Kab.",ID.SL.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.88,12.45,11.72,11.47,11.32,11.33,11.17
"Empat Lawang, Kab.",ID.SL.EL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Empat Lawang, Kab.",ID.SL.EL,Total Population (in number of people),SP.POP.TOTL,234880,238118,241336,244312,247285,250209,253272
"Empat Lawang, Kab.",ID.SL.EL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Empat Lawang, Kab.",ID.SL.EL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Empat Lawang, Kab.",ID.SL.EL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.89,13.33,12.54,12.44,12.25,12.3,12.63
"Lahat, Kab.",ID.SL.LA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lahat, Kab.",ID.SL.LA,Total Population (in number of people),SP.POP.TOTL,389034,393235,397424,401494,405524,409382,413206
"Lahat, Kab.",ID.SL.LA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lahat, Kab.",ID.SL.LA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lahat, Kab.",ID.SL.LA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,18.02,18.02,17.11,16.81,16.15,15.92,15.95
"Lubuklinggau, Kota",ID.SL.LL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lubuklinggau, Kota",ID.SL.LL,Total Population (in number of people),SP.POP.TOTL,216270,219471,222870,226002,229224,232229,235189
"Lubuklinggau, Kota",ID.SL.LL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lubuklinggau, Kota",ID.SL.LL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lubuklinggau, Kota",ID.SL.LL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.9,15.16,13.99,13.12,13.02,12.95,12.71
"Muara Enim, Kab.",ID.SL.ME,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Muara Enim, Kab.",ID.SL.ME,Total Population (in number of people),SP.POP.TOTL,590975,600398,609607,618762,627818,636815,645600
"Muara Enim, Kab.",ID.SL.ME,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Muara Enim, Kab.",ID.SL.ME,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Muara Enim, Kab.",ID.SL.ME,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.76,14.54,13.56,13.19,12.56,12.41,12.32
"Musi Banyuasin, Kab.",ID.SL.MB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Musi Banyuasin, Kab.",ID.SL.MB,Total Population (in number of people),SP.POP.TOTL,602027,611506,620738,629791,638625,647075,655401
"Musi Banyuasin, Kab.",ID.SL.MB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Musi Banyuasin, Kab.",ID.SL.MB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Musi Banyuasin, Kab.",ID.SL.MB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.38,18.35,17.27,16.75,16.52,16.41,16.13
"Musi Rawas Utara, Kab.",ID.SL.MS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Musi Rawas Utara, Kab.",ID.SL.MS,Total Population (in number of people),SP.POP.TOTL,180266,182828,185315,187635,189895,192199,194405
"Musi Rawas Utara, Kab.",ID.SL.MS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Musi Rawas Utara, Kab.",ID.SL.MS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Musi Rawas Utara, Kab.",ID.SL.MS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,19.73,20,19.49,19.12,19.12,19.47
"Musi Rawas, Kab.",ID.SL.MR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Musi Rawas, Kab.",ID.SL.MR,Total Population (in number of people),SP.POP.TOTL,378987,384333,389239,394384,399075,403819,408282
"Musi Rawas, Kab.",ID.SL.MR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Musi Rawas, Kab.",ID.SL.MR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Musi Rawas, Kab.",ID.SL.MR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.28,15.13,14.3,14.24,13.76,13.37,13.5
"Ogan Ilir, Kab.",ID.SL.OI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ogan Ilir, Kab.",ID.SL.OI,Total Population (in number of people),SP.POP.TOTL,403828,409171,414504,419773,425032,430095,435092
"Ogan Ilir, Kab.",ID.SL.OI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ogan Ilir, Kab.",ID.SL.OI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ogan Ilir, Kab.",ID.SL.OI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.38,14.43,13.8,13.58,13.19,13.31,13.36
"Ogan Komering Ilir, Kab.",ID.SL.OH,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ogan Komering Ilir, Kab.",ID.SL.OH,Total Population (in number of people),SP.POP.TOTL,776263,787513,798482,809203,819570,829800,839625
"Ogan Komering Ilir, Kab.",ID.SL.OH,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ogan Komering Ilir, Kab.",ID.SL.OH,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ogan Komering Ilir, Kab.",ID.SL.OH,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.3,17.08,16.03,15.75,15.28,15.01,14.73
"Ogan Komering Ulu Selatan, Kab.",ID.SL.OS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ogan Komering Ulu Selatan, Kab.",ID.SL.OS,Total Population (in number of people),SP.POP.TOTL,339424,344074,348574,352926,357105,361085,364982
"Ogan Komering Ulu Selatan, Kab.",ID.SL.OS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ogan Komering Ulu Selatan, Kab.",ID.SL.OS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ogan Komering Ulu Selatan, Kab.",ID.SL.OS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.21,11.58,10.95,10.98,10.64,10.53,10.85
"Ogan Komering Ulu Timur, Kab.",ID.SL.OT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ogan Komering Ulu Timur, Kab.",ID.SL.OT,Total Population (in number of people),SP.POP.TOTL,642206,649394,656568,663481,670272,676797,683332
"Ogan Komering Ulu Timur, Kab.",ID.SL.OT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ogan Komering Ulu Timur, Kab.",ID.SL.OT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ogan Komering Ulu Timur, Kab.",ID.SL.OT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.13,11.24,11.29,11,10.57,10.43,10.43
"Ogan Komering Ulu, Kab.",ID.SL.OU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ogan Komering Ulu, Kab.",ID.SL.OU,Total Population (in number of people),SP.POP.TOTL,344932,349787,354488,359092,363617,367865,372123
"Ogan Komering Ulu, Kab.",ID.SL.OU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ogan Komering Ulu, Kab.",ID.SL.OU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ogan Komering Ulu, Kab.",ID.SL.OU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.96,13.22,13.29,12.95,12.61,12.77,12.75
"Pagar Alam, Kota",ID.SL.PG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pagar Alam, Kota",ID.SL.PG,Total Population (in number of people),SP.POP.TOTL,132498,133862,135328,136605,137909,139194,140402
"Pagar Alam, Kota",ID.SL.PG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pagar Alam, Kota",ID.SL.PG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pagar Alam, Kota",ID.SL.PG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.9,9.64,9.19,8.89,8.77,8.9,9.07
"Palembang, Kota",ID.SL.PA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Palembang, Kota",ID.SL.PA,Total Population (in number of people),SP.POP.TOTL,1558494,1580517,1602071,1623099,1643488,1662893,1681374
"Palembang, Kota",ID.SL.PA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Palembang, Kota",ID.SL.PA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Palembang, Kota",ID.SL.PA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.93,12.85,12.04,11.4,10.95,10.9,10.89
"Penukal Abab Lematang Ilir, Kab.",ID.SL.PN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Penukal Abab Lematang Ilir, Kab.",ID.SL.PN,Total Population (in number of people),SP.POP.TOTL,176936,179529,182219,184671,187281,189764,192199
