Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Halmahera Tengah, Kab.",ID.MU.HT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Halmahera Tengah, Kab.",ID.MU.HT,Total Population (in number of people),SP.POP.TOTL,48414,49807,51315,52813,54190,55728,57101
"Halmahera Tengah, Kab.",ID.MU.HT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Halmahera Tengah, Kab.",ID.MU.HT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Halmahera Tengah, Kab.",ID.MU.HT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.88,15.23,14.03,14.15,13.94,14.12,13.56
"Halmahera Timur, Kab.",ID.MU.HI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Halmahera Timur, Kab.",ID.MU.HI,Total Population (in number of people),SP.POP.TOTL,82914,85188,87680,90070,92618,95005,97420
"Halmahera Timur, Kab.",ID.MU.HI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Halmahera Timur, Kab.",ID.MU.HI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Halmahera Timur, Kab.",ID.MU.HI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.94,15.33,15.48,15.25,15.02,15.39,15.45
"Halmahera Utara, Kab.",ID.MU.HU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Halmahera Utara, Kab.",ID.MU.HU,Total Population (in number of people),SP.POP.TOTL,176573,180100,183596,187104,190531,193851,197403
"Halmahera Utara, Kab.",ID.MU.HU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Halmahera Utara, Kab.",ID.MU.HU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Halmahera Utara, Kab.",ID.MU.HU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.74,4.99,4.19,4.22,4.51,4.55,4.45
"Kepulauan Sula, Kab.",ID.MU.KS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kepulauan Sula, Kab.",ID.MU.KS,Total Population (in number of people),SP.POP.TOTL,93435,95285,97177,99196,100967,102886,104971
"Kepulauan Sula, Kab.",ID.MU.KS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kepulauan Sula, Kab.",ID.MU.KS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kepulauan Sula, Kab.",ID.MU.KS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.76,8.85,8.63,8.59,8.89,8.98,8.35
"Kepulauan Tidore, Kota",ID.MU.TK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kepulauan Tidore, Kota",ID.MU.TK,Total Population (in number of people),SP.POP.TOTL,95813,96979,98206,99337,100415,101414,102381
"Kepulauan Tidore, Kota",ID.MU.TK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kepulauan Tidore, Kota",ID.MU.TK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kepulauan Tidore, Kota",ID.MU.TK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.71,5.38,5.07,5.45,5.95,6.1,6.52
"Pulau Morotai, Kab.",ID.MU.PM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pulau Morotai, Kab.",ID.MU.PM,Total Population (in number of people),SP.POP.TOTL,59102,60727,62412,64001,65573,67284,68974
"Pulau Morotai, Kab.",ID.MU.PM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pulau Morotai, Kab.",ID.MU.PM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pulau Morotai, Kab.",ID.MU.PM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.74,8.39,7.08,7.07,7.16,7.27,6.46
"Pulau Taliabu, Kab.",ID.MU.PT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pulau Taliabu, Kab.",ID.MU.PT,Total Population (in number of people),SP.POP.TOTL,50067,50709,51316,51928,52503,53018,53411
"Pulau Taliabu, Kab.",ID.MU.PT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pulau Taliabu, Kab.",ID.MU.PT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pulau Taliabu, Kab.",ID.MU.PT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,7.04,7.29,7.17,7.35,7.53,7.3
"Ternate, Kota",ID.MU.TE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ternate, Kota",ID.MU.TE,Total Population (in number of people),SP.POP.TOTL,207789,212997,218028,223111,228105,233208,238204
"Ternate, Kota",ID.MU.TE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ternate, Kota",ID.MU.TE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ternate, Kota",ID.MU.TE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,3.16,2.99,2.67,2.73,3,3.14,3.46
"Aceh Barat Daya, Kab.",ID.AC.AD,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Barat Daya, Kab.",ID.AC.AD,Total Population (in number of people),SP.POP.TOTL,138140,140689,143312,145726,148111,150393,152483
"Aceh Barat Daya, Kab.",ID.AC.AD,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Barat Daya, Kab.",ID.AC.AD,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Barat Daya, Kab.",ID.AC.AD,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.99,18.25,18.03,18.31,17.1,16.26,15.93
"Aceh Barat, Kab.",ID.AC.AB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Barat, Kab.",ID.AC.AB,Total Population (in number of people),SP.POP.TOTL,190244,193791,197921,201682,205971,210113,213997
"Aceh Barat, Kab.",ID.AC.AB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Barat, Kab.",ID.AC.AB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Barat, Kab.",ID.AC.AB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,22.97,21.46,20.38,20.28,19.31,18.79,18.34
"Aceh Besar, Kab.",ID.AC.AR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Besar, Kab.",ID.AC.AR,Total Population (in number of people),SP.POP.TOTL,384618,392584,400913,409109,417302,425216,433528
"Aceh Besar, Kab.",ID.AC.AR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Besar, Kab.",ID.AC.AR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Besar, Kab.",ID.AC.AR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.13,15.93,15.55,15.41,14.47,13.92,13.84
"Aceh Jaya, Kab.",ID.AC.AJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Jaya, Kab.",ID.AC.AJ,Total Population (in number of people),SP.POP.TOTL,86123,86385,87622,89618,91087,92892,94491
"Aceh Jaya, Kab.",ID.AC.AJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Jaya, Kab.",ID.AC.AJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Jaya, Kab.",ID.AC.AJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.52,15.93,15.01,14.85,14.16,13.36,12.87
"Aceh Selatan, Kab.",ID.AC.AS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Selatan, Kab.",ID.AC.AS,Total Population (in number of people),SP.POP.TOTL,220971,224897,228603,231893,235115,238081,240820
"Aceh Selatan, Kab.",ID.AC.AS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Selatan, Kab.",ID.AC.AS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Selatan, Kab.",ID.AC.AS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.79,13.24,13.48,14.07,14.01,13.09,12.87
"Aceh Singkil, Kab.",ID.AC.AK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Singkil, Kab.",ID.AC.AK,Total Population (in number of people),SP.POP.TOTL,112161,114518,116712,119490,121681,124101,126512
"Aceh Singkil, Kab.",ID.AC.AK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Singkil, Kab.",ID.AC.AK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Singkil, Kab.",ID.AC.AK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.77,21.72,21.6,22.11,21.25,20.78,20.2
"Aceh Tamiang, Kab.",ID.AC.AM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Tamiang, Kab.",ID.AC.AM,Total Population (in number of people),SP.POP.TOTL,272228,278324,282921,287007,291112,295011,298586
"Aceh Tamiang, Kab.",ID.AC.AM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Tamiang, Kab.",ID.AC.AM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Tamiang, Kab.",ID.AC.AM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.58,14.57,14.51,14.69,14.21,13.38,13.08
"Aceh Tengah, Kab.",ID.AC.AT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Tengah, Kab.",ID.AC.AT,Total Population (in number of people),SP.POP.TOTL,192204,196090,200412,204273,208505,212494,216368
"Aceh Tengah, Kab.",ID.AC.AT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Tengah, Kab.",ID.AC.AT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Tengah, Kab.",ID.AC.AT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.99,17.51,16.64,16.84,15.58,15.5,15.08
"Aceh Tenggara, Kab.",ID.AC.AG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Tenggara, Kab.",ID.AC.AG,Total Population (in number of people),SP.POP.TOTL,196249,200014,204468,208481,212417,216495,220402
"Aceh Tenggara, Kab.",ID.AC.AG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Tenggara, Kab.",ID.AC.AG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Tenggara, Kab.",ID.AC.AG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.75,14.91,14.46,14.86,14.29,13.43,13.21
"Aceh Timur, Kab.",ID.AC.AI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Timur, Kab.",ID.AC.AI,Total Population (in number of people),SP.POP.TOTL,394933,402976,411279,419594,427567,436081,444829
"Aceh Timur, Kab.",ID.AC.AI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Timur, Kab.",ID.AC.AI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Timur, Kab.",ID.AC.AI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.88,15.85,15.06,15.25,14.49,14.47,14.08
"Aceh Utara, Kab.",ID.AC.AU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Aceh Utara, Kab.",ID.AC.AU,Total Population (in number of people),SP.POP.TOTL,572961,583892,593492,602554,611435,619407,627265
"Aceh Utara, Kab.",ID.AC.AU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Aceh Utara, Kab.",ID.AC.AU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Aceh Utara, Kab.",ID.AC.AU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.58,19.2,19.46,19.78,18.27,17.39,17.02
"Banda Aceh, Kota",ID.AC.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banda Aceh, Kota",ID.AC.BA,Total Population (in number of people),SP.POP.TOTL,249499,250303,254904,259913,265111,270321,276304
"Banda Aceh, Kota",ID.AC.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banda Aceh, Kota",ID.AC.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banda Aceh, Kota",ID.AC.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.78,7.72,7.41,7.44,7.25,7.22,6.9
"Bener Meriah, Kab.",ID.AC.BM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bener Meriah, Kab.",ID.AC.BM,Total Population (in number of people),SP.POP.TOTL,134015,136821,139890,142526,145086,148175,150903
"Bener Meriah, Kab.",ID.AC.BM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bener Meriah, Kab.",ID.AC.BM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bener Meriah, Kab.",ID.AC.BM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,22.45,21.55,21.43,21.14,20.13,19.3,18.89
"Bireuen, Kab.",ID.AC.BI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bireuen, Kab.",ID.AC.BI,Total Population (in number of people),SP.POP.TOTL,423397,435300,443627,453224,461726,471635,480322
"Bireuen, Kab.",ID.AC.BI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bireuen, Kab.",ID.AC.BI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bireuen, Kab.",ID.AC.BI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.94,16.94,15.95,15.87,14.31,13.56,13.06
"Gayo Lues, Kab.",ID.AC.GL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Gayo Lues, Kab.",ID.AC.GL,Total Population (in number of people),SP.POP.TOTL,86262,87881,89500,91024,92602,94100,95729
"Gayo Lues, Kab.",ID.AC.GL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Gayo Lues, Kab.",ID.AC.GL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Gayo Lues, Kab.",ID.AC.GL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,21.43,21.95,21.86,21.97,20.7,19.87,19.32
"Langsa, Kota",ID.AC.LA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Langsa, Kota",ID.AC.LA,Total Population (in number of people),SP.POP.TOTL,162814,165890,168820,171574,174318,176811,179277
"Langsa, Kota",ID.AC.LA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Langsa, Kota",ID.AC.LA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Langsa, Kota",ID.AC.LA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.08,11.62,11.09,11.24,10.79,10.57,10.44
"Lhokseumawe, Kota",ID.AC.LH,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lhokseumawe, Kota",ID.AC.LH,Total Population (in number of people),SP.POP.TOTL,187455,191407,195186,198980,203284,207202,211123
"Lhokseumawe, Kota",ID.AC.LH,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lhokseumawe, Kota",ID.AC.LH,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lhokseumawe, Kota",ID.AC.LH,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.93,12.16,11.98,12.32,11.81,11.18,10.8
"Nagan Raya, Kab.",ID.AC.NR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Nagan Raya, Kab.",ID.AC.NR,Total Population (in number of people),SP.POP.TOTL,152352,155070,158223,161329,164483,167294,170098
"Nagan Raya, Kab.",ID.AC.NR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Nagan Raya, Kab.",ID.AC.NR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Nagan Raya, Kab.",ID.AC.NR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.85,20.13,19.25,19.34,18.97,17.97,17.7
"Pidie Jaya, Kab.",ID.AC.PJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pidie Jaya, Kab.",ID.AC.PJ,Total Population (in number of people),SP.POP.TOTL,145584,148719,151472,154795,158091,161215,164311
"Pidie Jaya, Kab.",ID.AC.PJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pidie Jaya, Kab.",ID.AC.PJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pidie Jaya, Kab.",ID.AC.PJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,21.78,21.4,21.18,21.82,20.17,19.31,19.19
"Pidie, Kab.",ID.AC.PI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pidie, Kab.",ID.AC.PI,Total Population (in number of people),SP.POP.TOTL,410580,418882,425974,432599,439131,444976,450765
"Pidie, Kab.",ID.AC.PI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pidie, Kab.",ID.AC.PI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pidie, Kab.",ID.AC.PI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.29,21.18,21.25,21.43,20.47,19.46,19.23
"Sabang, Kota",ID.AC.SA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sabang, Kota",ID.AC.SA,Total Population (in number of people),SP.POP.TOTL,32739,33215,33622,33978,34571,34874,35398
"Sabang, Kota",ID.AC.SA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sabang, Kota",ID.AC.SA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sabang, Kota",ID.AC.SA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.02,17.69,17.33,17.66,16.31,15.6,14.94
"Simeulue, Kab.",ID.AC.SI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Simeulue, Kab.",ID.AC.SI,Total Population (in number of people),SP.POP.TOTL,87598,89117,90291,91372,92393,93228,93990
"Simeulue, Kab.",ID.AC.SI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Simeulue, Kab.",ID.AC.SI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Simeulue, Kab.",ID.AC.SI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.92,20.43,19.93,20.2,19.78,18.99,18.49
"Subulussalam, Kota",ID.AC.SB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Subulussalam, Kota",ID.AC.SB,Total Population (in number of people),SP.POP.TOTL,73708,75188,77084,78725,80215,81417,82390
"Subulussalam, Kota",ID.AC.SB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Subulussalam, Kota",ID.AC.SB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Subulussalam, Kota",ID.AC.SB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.72,20.39,19.57,19.71,18.51,17.95,17.6
"Bima, Kab.",ID.NB.BI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bima, Kab.",ID.NB.BI,Total Population (in number of people),SP.POP.TOTL,463419,468682,473890,478967,483901,488577,493198
"Bima, Kab.",ID.NB.BI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bima, Kab.",ID.NB.BI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bima, Kab.",ID.NB.BI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.04,15.78,15.31,15.1,14.84,14.76,14.49
"Bima, Kota",ID.NB.BM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bima, Kota",ID.NB.BM,Total Population (in number of people),SP.POP.TOTL,156400,159736,163101,166407,169714,173031,176432
"Bima, Kota",ID.NB.BM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bima, Kota",ID.NB.BM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bima, Kota",ID.NB.BM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.74,9.85,9.51,9.27,8.79,8.6,8.35
"Dompu, Kab.",ID.NB.DO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Dompu, Kab.",ID.NB.DO,Total Population (in number of people),SP.POP.TOTL,234665,238386,241888,245387,248879,252288,255569
"Dompu, Kab.",ID.NB.DO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Dompu, Kab.",ID.NB.DO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Dompu, Kab.",ID.NB.DO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,15.46,15.11,14.23,13.43,12.4,12.25,12.16
"Lombok Barat, Kab.",ID.NB.LB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lombok Barat, Kab.",ID.NB.LB,Total Population (in number of people),SP.POP.TOTL,644586,654892,665132,675222,685161,694985,704586
"Lombok Barat, Kab.",ID.NB.LB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lombok Barat, Kab.",ID.NB.LB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lombok Barat, Kab.",ID.NB.LB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.11,17.38,16.73,16.46,15.2,15.17,14.28
"Lombok Tengah, Kab.",ID.NB.LT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lombok Tengah, Kab.",ID.NB.LT,Total Population (in number of people),SP.POP.TOTL,903432,912879,922088,930797,939409,947488,955411
"Lombok Tengah, Kab.",ID.NB.LT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lombok Tengah, Kab.",ID.NB.LT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lombok Tengah, Kab.",ID.NB.LT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.03,16.26,15.8,15.31,13.87,13.63,13.44
"Lombok Timur, Kab.",ID.NB.LI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lombok Timur, Kab.",ID.NB.LI,Total Population (in number of people),SP.POP.TOTL,1153773,1164018,1173781,1183204,1192110,1200612,1208594
"Lombok Timur, Kab.",ID.NB.LI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lombok Timur, Kab.",ID.NB.LI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lombok Timur, Kab.",ID.NB.LI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19,19.14,18.46,18.28,16.55,16.15,15.24
"Lombok Utara, Kab.",ID.NB.LU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lombok Utara, Kab.",ID.NB.LU,Total Population (in number of people),SP.POP.TOTL,210133,212265,214393,216515,218533,220412,222212
"Lombok Utara, Kab.",ID.NB.LU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
