"event_id_cnty","NAME_2","TYPE_2","district"
"IDN6916","Mataram","Kota","Mataram, Kota"
"IDN6911","Kota Kediri","Kota","Kediri, Kota"
"IDN6920","Depok","Kota","Depok, Kota"
"IDN6918","Aceh Utara","Kabupaten","Aceh Utara, Kab."
"IDN6921","Depok","Kota","Depok, Kota"
"IDN6919","Asahan","Kabupaten","Asahan, Kab."
"IDN6917","Bener Meriah","Kabupaten","Bener Meriah, Kab."
"IDN6928","Sukabumi","Kabupaten","Sukabumi, Kab."
"IDN6927","Sukabumi","Kabupaten","Sukabumi, Kab."
"IDN6942","Jeneponto","Kabupaten","Jeneponto, Kab."
"IDN6978","Trenggalek","Kabupaten","Trenggalek, Kab."
"IDN7074","Balikpapan","Kota","Balikpapan, Kota"
"IDN7021","Kota Jayapura","Kota","Jayapura, Kota"
"IDN6936","Denpasar","Kota","Denpasar, Kota"
"IDN6937","Mataram","Kota","Mataram, Kota"
"IDN7011","Surakarta","Kota","Surakarta, Kota"
"IDN6946","Kota Bandung","Kota","Bandung, Kota"
"IDN6948","Ambon","Kota","Ambon, Kota"
"IDN6940","Kota Serang","Kota","Serang, Kota"
"IDN6979","Kota Pasuruan","Kota","Pasuruan, Kota"
"IDN7003","Kota Semarang","Kota","Semarang, Kota"
"IDN6969","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN6933","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10958","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN6981","Kota Serang","Kota","Serang, Kota"
"IDN6929","Surabaya","Kota","Surabaya, Kota"
"IDN6931","Cimahi","Kota","Cimahi, Kota"
"IDN6930","Karawang","Kabupaten","Karawang, Kab."
"IDN6934","Bontang","Kota","Bontang, Kota"
"IDN6972","Makassar","Kota","Makassar, Kota"
"IDN6932","Kota Cirebon","Kota","Cirebon, Kota"
"IDN6970","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN6966","Surakarta","Kota","Surakarta, Kota"
"IDN6988","Kotamobagu","Kota","Kotamobagu, Kota"
"IDN6950","Kota Serang","Kota","Serang, Kota"
"IDN6941","Kota Kupang","Kota","Kupang, Kota"
"IDN6939","Bogor","Kabupaten","Bogor, Kab."
"IDN6947","Karawang","Kabupaten","Karawang, Kab."
"IDN6958","Kota Jayapura","Kota","Jayapura, Kota"
"IDN6954","Kota Bogor","Kota","Bogor, Kota"
"IDN6955","Cianjur","Kabupaten","Cianjur, Kab."
"IDN6961","Gowa","Kabupaten","Gowa, Kab."
"IDN6952","Kota Kupang","Kota","Kupang, Kota"
"IDN6989","Jeneponto","Kabupaten","Jeneponto, Kab."
"IDN6960","Kota Malang","Kota","Malang, Kota"
"IDN6963","Samarinda","Kota","Samarinda, Kota"
"IDN6959","Kota Kupang","Kota","Kupang, Kota"
"IDN6982","Konawe","Kabupaten","Konawe, Kab."
"IDN6985","Konawe","Kabupaten","Konawe, Kab."
"IDN6987","Manado","Kota","Manado, Kota"
"IDN6980","Kota Medan","Kota","Medan, Kota"
"IDN6938","Makassar","Kota","Makassar, Kota"
"IDN7058","Makassar","Kota","Makassar, Kota"
"IDN6968","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN6956","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN6923","Majene","Kabupaten","Majene, Kab."
"IDN6949","Kota Bandung","Kota","Bandung, Kota"
"IDN6926","Asahan","Kabupaten","Asahan, Kab."
"IDN6962","Mamuju","Kabupaten","Mamuju, Kab."
"IDN7018","Karawang","Kabupaten","Karawang, Kab."
"IDN6935","Tangerang","Kabupaten","Tangerang, Kab."
"IDN6953","Mamasa","Kabupaten","Mamasa, Kab."
"IDN6957","Kota Jayapura","Kota","Jayapura, Kota"
"IDN6951","Kota Bogor","Kota","Bogor, Kota"
"IDN6971","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN6967","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN7257","Langkat","Kabupaten","Langkat, Kab."
"IDN7055","Karawang","Kabupaten","Karawang, Kab."
"IDN6965","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN6922","Kota Jayapura","Kota","Jayapura, Kota"
"IDN6986","Kota Bekasi","Kota","Bekasi, Kota"
"IDN12574","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN7024","Manado","Kota","Manado, Kota"
"IDN7002","Sumedang","Kabupaten","Sumedang, Kab."
"IDN6997","Kota Medan","Kota","Medan, Kota"
"IDN7007","Kota Medan","Kota","Medan, Kota"
"IDN7001","Palu","Kota","Palu, Kota"
"IDN7019","Sumenep","Kabupaten","Sumenep, Kab."
"IDN6994","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN6996","Maluku Tengah","Kabupaten","Maluku Tengah, Kab."
"IDN7036","Konawe","Kabupaten","Konawe, Kab."
"IDN15252","Merauke","Kabupaten","Merauke, Kab."
"IDN7012","Surakarta","Kota","Surakarta, Kota"
"IDN6998","Kota Serang","Kota","Serang, Kota"
"IDN7030","Bolaang Mongondow Selatan","Kabupaten","Bolaang Mongondow Selatan, Kab."
"IDN7008","Bolaang Mongondow Selatan","Kabupaten","Bolaang Mongondow Selatan, Kab."
"IDN7005","Samarinda","Kota","Samarinda, Kota"
"IDN15689","Jayapura","Kabupaten","Jayapura, Kab."
"IDN7006","Sumedang","Kabupaten","Sumedang, Kab."
"IDN7033","Malinau","NA","Malinau, Kab."
"IDN7016","Sumenep","Kabupaten","Sumenep, Kab."
"IDN7029","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7014","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7015","Dumai","Kota","Dumai, Kota"
"IDN10959","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7020","Karawang","Kabupaten","Karawang, Kab."
"IDN7032","Karawang","Kabupaten","Karawang, Kab."
"IDN6999","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN7026","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7010","Intan Jaya","Kabupaten","Intan Jaya, Kab."
"IDN7031","Kota Bekasi","Kota","Bekasi, Kota"
"IDN7000","Manado","Kota","Manado, Kota"
"IDN7034","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7004","Gresik","Kabupaten","Gresik, Kab."
"IDN7028","Kota Semarang","Kota","Semarang, Kota"
"IDN7009","Kota Medan","Kota","Medan, Kota"
"IDN6993","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7025","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10960","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN7017","Mamuju","Kabupaten","Mamuju, Kab."
"IDN7013","Mimika","Kabupaten","Mimika, Kab."
"IDN7023","Mimika","Kabupaten","Mimika, Kab."
"IDN7054","Surakarta","Kota","Surakarta, Kota"
"IDN7087","Merangin","Kabupaten","Merangin, Kab."
"IDN7039","Kota Medan","Kota","Medan, Kota"
"IDN7037","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7086","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7072","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7070","Palembang","Kota","Palembang, Kota"
"IDN10961","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7076","Buol","Kabupaten","Buol, Kab."
"IDN7071","Probolinggo","Kabupaten","Probolinggo, Kab."
"IDN7064","Kota Sorong","Kota","Sorong, Kota"
"IDN7061","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN7080","Kota Pontianak","Kota","Pontianak, Kota"
"IDN7073","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7049","Batam","Kota","Batam, Kota"
"IDN7077","Bandung","Kabupaten","Bandung, Kab."
"IDN7091","Ternate","Kota","Ternate, Kota"
"IDN7053","Kota Bandung","Kota","Bandung, Kota"
"IDN7041","Kota Serang","Kota","Serang, Kota"
"IDN7068","Sumenep","Kabupaten","Sumenep, Kab."
"IDN7078","Bitung","Kota","Bitung, Kota"
"IDN7060","Bolaang Mongondow Selatan","Kabupaten","Bolaang Mongondow Selatan, Kab."
"IDN7079","Kota Medan","Kota","Medan, Kota"
"IDN7045","Subang","Kabupaten","Subang, Kab."
"IDN7046","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN7112","Kota Semarang","Kota","Semarang, Kota"
"IDN7227","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN7084","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7085","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7038","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7048","Batam","Kota","Batam, Kota"
"IDN7052","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7075","Bantaeng","Kabupaten","Bantaeng, Kab."
"IDN7051","Surabaya","Kota","Surabaya, Kota"
"IDN7042","Bogor","Kabupaten","Bogor, Kab."
"IDN7050","Cimahi","Kota","Cimahi, Kota"
"IDN7056","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7047","Majalengka","Kabupaten","Majalengka, Kab."
"IDN7040","Kota Bekasi","Kota","Bekasi, Kota"
"IDN7043","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN7066","Subang","Kabupaten","Subang, Kab."
"IDN7059","Kota Kupang","Kota","Kupang, Kota"
"IDN7089","Empat Lawang","Kabupaten","Empat Lawang, Kab."
"IDN7102","Manado","Kota","Manado, Kota"
"IDN7065","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7067","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7057","Surabaya","Kota","Surabaya, Kota"
"IDN7044","Belu","Kabupaten","Belu, Kab."
"IDN7149","Kota Jayapura","Kota","Jayapura, Kota"
"IDN15257","Jayapura","Kabupaten","Jayapura, Kab."
"IDN7069","Depok","Kota","Depok, Kota"
"IDN7062","Samarinda","Kota","Samarinda, Kota"
"IDN7152","Batang","Kabupaten","Batang, Kab."
"IDN7063","Jambi","Kota","Jambi, Kota"
"IDN7122","Seram Bagian Barat","Kabupaten","Seram Bagian Barat, Kab."
"IDN7184","Kota Bekasi","Kota","Bekasi, Kota"
"IDN7129","Kendari","Kota","Kendari, Kota"
"IDN7100","Serang","Kabupaten","Serang, Kab."
"IDN7143","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN7134","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN7141","Pangkalpinang","Kota","Pangkalpinang, Kota"
"IDN7150","Merangin","Kabupaten","Merangin, Kab."
"IDN7132","Ternate","Kota","Ternate, Kota"
"IDN7146","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7126","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15711","Maluku Barat Daya","Kabupaten","Maluku Barat Daya, Kab."
"IDN7131","Surabaya","Kota","Surabaya, Kota"
"IDN7096","Bangka Selatan","Kabupaten","Bangka Selatan, Kab."
"IDN7140","Makassar","Kota","Makassar, Kota"
"IDN7117","Mimika","Kabupaten","Mimika, Kab."
"IDN7099","Majalengka","Kabupaten","Majalengka, Kab."
"IDN7139","Tanjung Jabung T","Kabupaten","Tanjung Jabung T, Kab."
"IDN15266","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7115","Jeneponto","Kabupaten","Jeneponto, Kab."
"IDN7103","Kota Kediri","Kota","Kediri, Kota"
"IDN7119","Palangka Raya","Kota","Palangka Raya, Kota"
"IDN7154","Bojonegoro","Kabupaten","Bojonegoro, Kab."
"IDN7106","Kota Bandung","Kota","Bandung, Kota"
"IDN7101","Kota Semarang","Kota","Semarang, Kota"
"IDN7136","Kota Serang","Kota","Serang, Kota"
"IDN7124","Tanjungpinang","Kota","Tanjungpinang, Kota"
"IDN7147","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7153","Palembang","Kota","Palembang, Kota"
"IDN7128","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7105","Kota Tangerang","Kota","Tangerang, Kota"
"IDN7108","Lumajang","Kabupaten","Lumajang, Kab."
"IDN7110","Kepulauan Aru","Kabupaten","Kepulauan Aru, Kab."
"IDN7145","Manado","Kota","Manado, Kota"
"IDN7164","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN7176","Bekasi","Kabupaten","Bekasi, Kab."
"IDN7107","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN7142","Kota Semarang","Kota","Semarang, Kota"
"IDN7127","Kota Kupang","Kota","Kupang, Kota"
"IDN7135","Samarinda","Kota","Samarinda, Kota"
"IDN7111","Kota Serang","Kota","Serang, Kota"
"IDN7156","Penajam Paser Utara","Kabupaten","Penajam Paser Utara, Kab."
"IDN7125","Kota Kupang","Kota","Kupang, Kota"
"IDN7137","Muna","Kabupaten","Muna, Kab."
"IDN7114","Kota Bima","Kota","Bima, Kota"
"IDN7113","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7155","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7138","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7095","Kota Tangerang","Kota","Tangerang, Kota"
"IDN7144","Kota Medan","Kota","Medan, Kota"
"IDN15265","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7104","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN7094","Indramayu","Kabupaten","Indramayu, Kab."
"IDN7130","Indramayu","Kabupaten","Indramayu, Kab."
"IDN7123","Kota Medan","Kota","Medan, Kota"
"IDN7118","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7713","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7109","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7133","Lebak","Kabupaten","Lebak, Kab."
"IDN7158","Mimika","Kabupaten","Mimika, Kab."
"IDN7177","Jambi","Kota","Jambi, Kota"
"IDN7116","Surakarta","Kota","Surakarta, Kota"
"IDN7159","Mimika","Kabupaten","Mimika, Kab."
"IDN7160","Mimika","Kabupaten","Mimika, Kab."
"IDN7209","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN7240","Rembang","Kabupaten","Rembang, Kab."
"IDN7226","Tanjungpinang","Kota","Tanjungpinang, Kota"
"IDN7163","Pangkalpinang","Kota","Pangkalpinang, Kota"
"IDN7169","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN7287","Kota Serang","Kota","Serang, Kota"
"IDN7258","Buton","Kabupaten","Buton, Kab."
"IDN7237","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7241","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7167","Samarinda","Kota","Samarinda, Kota"
"IDN7204","Surabaya","Kota","Surabaya, Kota"
"IDN7211","Kota Tangerang","Kota","Tangerang, Kota"
"IDN7171","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN7173","Kota Tasikmalaya","Kota","Tasikmalaya, Kota"
"IDN7192","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7238","Manokwari","Kabupaten","Manokwari, Kab."
"IDN7172","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN7222","Situbondo","Kabupaten","Situbondo, Kab."
"IDN7224","Mojokerto","Kabupaten","Mojokerto, Kab."
"IDN7168","Indramayu","Kabupaten","Indramayu, Kab."
"IDN7174","Surakarta","Kota","Surakarta, Kota"
"IDN7213","Brebes","Kabupaten","Brebes, Kab."
"IDN7218","Brebes","Kabupaten","Brebes, Kab."
"IDN7242","Kendari","Kota","Kendari, Kota"
"IDN7214","Kota Bandung","Kota","Bandung, Kota"
"IDN7185","Makassar","Kota","Makassar, Kota"
"IDN7180","Kota Serang","Kota","Serang, Kota"
"IDN7179","Manado","Kota","Manado, Kota"
"IDN7228","Kota Kupang","Kota","Kupang, Kota"
"IDN7236","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7225","Batam","Kota","Batam, Kota"
"IDN7175","Cianjur","Kabupaten","Cianjur, Kab."
"IDN7178","Tarakan","NA","Tarakan, Kab."
"IDN7182","Kota Tangerang","Kota","Tangerang, Kota"
"IDN7170","Balikpapan","Kota","Balikpapan, Kota"
"IDN7202","Karawang","Kabupaten","Karawang, Kab."
"IDN7186","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7166","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN7203","Kota Serang","Kota","Serang, Kota"
"IDN7234","Kota Medan","Kota","Medan, Kota"
"IDN7243","Ambon","Kota","Ambon, Kota"
"IDN7181","Depok","Kota","Depok, Kota"
"IDN7255","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7245","Lamongan","Kabupaten","Lamongan, Kab."
"IDN7207","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN7215","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN7195","Cianjur","Kabupaten","Cianjur, Kab."
"IDN7208","Tuban","Kabupaten","Tuban, Kab."
"IDN7165","Karawang","Kabupaten","Karawang, Kab."
"IDN7197","Karawang","Kabupaten","Karawang, Kab."
"IDN7205","Majalengka","Kabupaten","Majalengka, Kab."
"IDN7183","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN7239","Kota Bandung","Kota","Bandung, Kota"
"IDN7188","Kota Semarang","Kota","Semarang, Kota"
"IDN7189","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN7254","Polewali Mandar","Kabupaten","Polewali Mandar, Kab."
"IDN7219","Bulungan","NA","Bulungan, Kab."
"IDN7198","Kota Bandung","Kota","Bandung, Kota"
"IDN7232","Kota Serang","Kota","Serang, Kota"
"IDN7250","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7235","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7251","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7196","Batam","Kota","Batam, Kota"
"IDN7216","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7187","Surabaya","Kota","Surabaya, Kota"
"IDN7229","Surabaya","Kota","Surabaya, Kota"
"IDN7246","Surabaya","Kota","Surabaya, Kota"
"IDN7199","Cianjur","Kabupaten","Cianjur, Kab."
"IDN7201","Bogor","Kabupaten","Bogor, Kab."
"IDN7206","Bekasi","Kabupaten","Bekasi, Kab."
"IDN7217","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7221","Kota Sorong","Kota","Sorong, Kota"
"IDN7200","Gresik","Kabupaten","Gresik, Kab."
"IDN7210","Jambi","Kota","Jambi, Kota"
"IDN7233","Banggai","Kabupaten","Banggai, Kab."
"IDN7193","Kota Bekasi","Kota","Bekasi, Kota"
"IDN7223","Banyumas","Kabupaten","Banyumas, Kab."
"IDN7252","Kota Kediri","Kota","Kediri, Kota"
"IDN7194","Jepara","Kabupaten","Jepara, Kab."
"IDN7253","Palangka Raya","Kota","Palangka Raya, Kota"
"IDN7256","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7247","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7327","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7230","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7248","Dairi","Kabupaten","Dairi, Kab."
"IDN7249","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7220","Surakarta","Kota","Surakarta, Kota"
"IDN7316","Kota Kupang","Kota","Kupang, Kota"
"IDN7317","Seram Bagian Barat","Kabupaten","Seram Bagian Barat, Kab."
"IDN7310","Kota Malang","Kota","Malang, Kota"
"IDN7313","Kota Kupang","Kota","Kupang, Kota"
"IDN7324","Dairi","Kabupaten","Dairi, Kab."
"IDN7282","Kota Semarang","Kota","Semarang, Kota"
"IDN7302","Kota Medan","Kota","Medan, Kota"
"IDN7288","Kota Serang","Kota","Serang, Kota"
"IDN7283","Probolinggo","Kabupaten","Probolinggo, Kab."
"IDN7285","Kota Bandung","Kota","Bandung, Kota"
"IDN7320","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN7278","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7304","Palembang","Kota","Palembang, Kota"
"IDN7284","Surabaya","Kota","Surabaya, Kota"
"IDN7307","Tebingtinggi","Kota","Tebingtinggi, Kota"
"IDN7315","Banggai","Kabupaten","Banggai, Kab."
"IDN7306","Tangerang","Kabupaten","Tangerang, Kab."
"IDN7267","Tasikmalaya","Kabupaten","Tasikmalaya, Kab."
"IDN7301","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN7280","Kota Serang","Kota","Serang, Kota"
"IDN7281","Kota Semarang","Kota","Semarang, Kota"
"IDN7265","Kota Medan","Kota","Medan, Kota"
"IDN7293","Kota Bandung","Kota","Bandung, Kota"
"IDN7309","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7291","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7321","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7292","Palembang","Kota","Palembang, Kota"
"IDN7273","Surabaya","Kota","Surabaya, Kota"
"IDN7279","Surabaya","Kota","Surabaya, Kota"
"IDN7270","Mamuju","Kabupaten","Mamuju, Kab."
"IDN7305","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN7323","Kota Blitar","Kota","Blitar, Kota"
"IDN7277","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN7322","Kota Tegal","Kota","Tegal, Kota"
"IDN7274","Kota Medan","Kota","Medan, Kota"
"IDN7311","Palu","Kota","Palu, Kota"
"IDN7286","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN7276","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN7269","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7308","Batam","Kota","Batam, Kota"
"IDN7319","Lamongan","Kabupaten","Lamongan, Kab."
"IDN7290","Jember","Kabupaten","Jember, Kab."
"IDN7275","Pematangsiantar","Kota","Pematangsiantar, Kota"
"IDN7325","Tuban","Kabupaten","Tuban, Kab."
"IDN10962","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN7259","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7261","Ambon","Kota","Ambon, Kota"
"IDN7262","Surabaya","Kota","Surabaya, Kota"
"IDN7263","Kota Semarang","Kota","Semarang, Kota"
"IDN7264","Kota Kupang","Kota","Kupang, Kota"
"IDN7266","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN7296","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7297","Kota Sorong","Kota","Sorong, Kota"
"IDN7299","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7300","Makassar","Kota","Makassar, Kota"
"IDN7260","Denpasar","Kota","Denpasar, Kota"
"IDN7272","Denpasar","Kota","Denpasar, Kota"
"IDN7294","Makassar","Kota","Makassar, Kota"
"IDN7289","Makassar","Kota","Makassar, Kota"
"IDN7669","Buton Utara","Kabupaten","Buton Utara, Kab."
"IDN7318","Poso","Kabupaten","Poso, Kab."
"IDN7295","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7326","Surabaya","Kota","Surabaya, Kota"
"IDN7298","Mimika","Kabupaten","Mimika, Kab."
"IDN7268","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN7312","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7328","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7329","Kendal","Kabupaten","Kendal, Kab."
"IDN7399","Klaten","Kabupaten","Klaten, Kab."
"IDN7342","Kota Serang","Kota","Serang, Kota"
"IDN7366","Depok","Kota","Depok, Kota"
"IDN7341","Kota Medan","Kota","Medan, Kota"
"IDN7336","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN7340","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7334","Batam","Kota","Batam, Kota"
"IDN7361","Tabalong","Kabupaten","Tabalong, Kab."
"IDN10963","Kota Bandung","Kota","Bandung, Kota"
"IDN7339","Jember","Kabupaten","Jember, Kab."
"IDN7338","Tangerang","Kabupaten","Tangerang, Kab."
"IDN7388","Kota Sorong","Kota","Sorong, Kota"
"IDN7337","Serang","Kabupaten","Serang, Kab."
"IDN7335","Jambi","Kota","Jambi, Kota"
"IDN7394","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN7352","Kota Semarang","Kota","Semarang, Kota"
"IDN7369","Kota Kupang","Kota","Kupang, Kota"
"IDN7353","Batam","Kota","Batam, Kota"
"IDN7346","Maluku Tengah","Kabupaten","Maluku Tengah, Kab."
"IDN15636","Kaimana","Kabupaten","Kaimana, Kab."
"IDN7364","Dogiyai","Kabupaten","Dogiyai, Kab."
"IDN7386","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7463","Kota Sorong","Kota","Sorong, Kota"
"IDN7359","Kota Serang","Kota","Serang, Kota"
"IDN7384","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN7393","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7392","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7358","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7396","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7354","Batam","Kota","Batam, Kota"
"IDN7367","Batam","Kota","Batam, Kota"
"IDN7362","Surabaya","Kota","Surabaya, Kota"
"IDN7333","Mamuju","Kabupaten","Mamuju, Kab."
"IDN7398","Batu Bara","Kabupaten","Batu Bara, Kab."
"IDN15626","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7351","Tapin","Kabupaten","Tapin, Kab."
"IDN7397","Kota Medan","Kota","Medan, Kota"
"IDN7390","Maluku Tengah","Kabupaten","Maluku Tengah, Kab."
"IDN7343","Kota Semarang","Kota","Semarang, Kota"
"IDN7376","Nagekeo","Kabupaten","Nagekeo, Kab."
"IDN7405","Batu","Kota","Batu, Kota"
"IDN7402","Manado","Kota","Manado, Kota"
"IDN7357","Bintan","Kabupaten","Bintan, Kab."
"IDN7365","Kotamobagu","Kota","Kotamobagu, Kota"
"IDN7378","Pinrang","Kabupaten","Pinrang, Kab."
"IDN7370","Ambon","Kota","Ambon, Kota"
"IDN7375","Makassar","Kota","Makassar, Kota"
"IDN7406","Konawe","Kabupaten","Konawe, Kab."
"IDN7496","Batu","Kota","Batu, Kota"
"IDN7374","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN7408","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7407","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN7403","Surabaya","Kota","Surabaya, Kota"
"IDN7381","Kendari","Kota","Kendari, Kota"
"IDN7348","Bogor","Kabupaten","Bogor, Kab."
"IDN7391","Mamuju","Kabupaten","Mamuju, Kab."
"IDN7356","Kota Blitar","Kota","Blitar, Kota"
"IDN7389","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN7395","Kota Blitar","Kota","Blitar, Kota"
"IDN7363","Kota Jayapura","Kota","Jayapura, Kota"
"IDN7410","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN7523","Sukabumi","Kabupaten","Sukabumi, Kab."
"IDN7380","Pamekasan","Kabupaten","Pamekasan, Kab."
"IDN14456","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN7404","Manado","Kota","Manado, Kota"
"IDN7368","Kota Kupang","Kota","Kupang, Kota"
"IDN7401","Kota Medan","Kota","Medan, Kota"
"IDN7349","Kendal","Kabupaten","Kendal, Kab."
"IDN7347","Bintan","Kabupaten","Bintan, Kab."
"IDN7371","Makassar","Kota","Makassar, Kota"
"IDN7372","Kendari","Kota","Kendari, Kota"
