"district","year","poverty_rate","extrapolated"
"Dairi, Kab.",2018,8.2,FALSE
"Dairi, Kab.",2019,7.7,FALSE
"Dairi, Kab.",2020,8.04,FALSE
"Dairi, Kab.",2021,7.96,TRUE
"Dairi, Kab.",2022,7.88,TRUE
"Dairi, Kab.",2023,7.8,TRUE
"Dairi, Kab.",2024,7.72,TRUE
"Deiyai, Kab.",2015,45.74,FALSE
"Deiyai, Kab.",2016,45.11,FALSE
"Deiyai, Kab.",2017,43.63,FALSE
"Deiyai, Kab.",2018,43.49,FALSE
"Deiyai, Kab.",2019,43.65,FALSE
"Deiyai, Kab.",2020,41.76,FALSE
"Deiyai, Kab.",2021,40.895,TRUE
"Deiyai, Kab.",2022,40.03,TRUE
"Deiyai, Kab.",2023,39.165,TRUE
"Deiyai, Kab.",2024,38.3,TRUE
"Deli Serdang, Kab.",2015,4.74,FALSE
"Deli Serdang, Kab.",2016,4.86,FALSE
"Deli Serdang, Kab.",2017,4.62,FALSE
"Deli Serdang, Kab.",2018,4.13,FALSE
"Deli Serdang, Kab.",2019,3.89,FALSE
"Deli Serdang, Kab.",2020,3.88,FALSE
"Deli Serdang, Kab.",2021,3.755,TRUE
"Deli Serdang, Kab.",2022,3.63,TRUE
"Deli Serdang, Kab.",2023,3.505,TRUE
"Deli Serdang, Kab.",2024,3.38,TRUE
"Demak, Kab.",2015,14.44,FALSE
"Demak, Kab.",2016,14.1,FALSE
"Demak, Kab.",2017,13.41,FALSE
"Demak, Kab.",2018,12.54,FALSE
"Demak, Kab.",2019,11.86,FALSE
"Demak, Kab.",2020,12.54,FALSE
"Demak, Kab.",2021,12.54,TRUE
"Demak, Kab.",2022,12.54,TRUE
"Demak, Kab.",2023,12.54,TRUE
"Demak, Kab.",2024,12.54,TRUE
"Denpasar, Kota",2015,2.39,FALSE
"Denpasar, Kota",2016,2.15,FALSE
"Denpasar, Kota",2017,2.27,FALSE
"Denpasar, Kota",2018,2.24,FALSE
"Denpasar, Kota",2019,2.1,FALSE
"Denpasar, Kota",2020,2.14,FALSE
"Denpasar, Kota",2021,2.09,TRUE
"Denpasar, Kota",2022,2.04,TRUE
"Denpasar, Kota",2023,1.99,TRUE
"Denpasar, Kota",2024,1.94,TRUE
"Depok, Kota",2015,2.4,FALSE
"Depok, Kota",2016,2.34,FALSE
"Depok, Kota",2017,2.34,FALSE
"Depok, Kota",2018,2.14,FALSE
"Depok, Kota",2019,2.07,FALSE
"Depok, Kota",2020,2.45,FALSE
"Depok, Kota",2021,2.605,TRUE
"Depok, Kota",2022,2.76,TRUE
"Depok, Kota",2023,2.915,TRUE
"Depok, Kota",2024,3.07,TRUE
"Dharmasraya, Kab.",2015,7.17,FALSE
"Dharmasraya, Kab.",2016,7.16,FALSE
"Dharmasraya, Kab.",2017,6.68,FALSE
"Dharmasraya, Kab.",2018,6.42,FALSE
"Dharmasraya, Kab.",2019,6.29,FALSE
"Dharmasraya, Kab.",2020,6.23,FALSE
"Dharmasraya, Kab.",2021,6.135,TRUE
"Dharmasraya, Kab.",2022,6.04,TRUE
"Dharmasraya, Kab.",2023,5.945,TRUE
"Dharmasraya, Kab.",2024,5.85,TRUE
"Dogiyai, Kab.",2015,29.1,FALSE
"Dogiyai, Kab.",2016,31.21,FALSE
"Dogiyai, Kab.",2017,30.36,FALSE
"Dogiyai, Kab.",2018,30.48,FALSE
"Dogiyai, Kab.",2019,31.12,FALSE
"Dogiyai, Kab.",2020,28.62,FALSE
"Dogiyai, Kab.",2021,27.69,TRUE
"Dogiyai, Kab.",2022,26.76,TRUE
"Dogiyai, Kab.",2023,25.83,TRUE
"Dogiyai, Kab.",2024,24.9,TRUE
"Dompu, Kab.",2015,15.11,FALSE
"Dompu, Kab.",2016,14.23,FALSE
"Dompu, Kab.",2017,13.43,FALSE
"Dompu, Kab.",2018,12.4,FALSE
"Dompu, Kab.",2019,12.25,FALSE
"Dompu, Kab.",2020,12.16,FALSE
"Dompu, Kab.",2021,12.04,TRUE
"Dompu, Kab.",2022,11.92,TRUE
"Dompu, Kab.",2023,11.8,TRUE
"Dompu, Kab.",2024,11.68,TRUE
"Donggala, Kab.",2015,18.11,FALSE
"Donggala, Kab.",2016,18.59,FALSE
"Donggala, Kab.",2017,18.17,FALSE
"Donggala, Kab.",2018,18.03,FALSE
"Donggala, Kab.",2019,18.4,FALSE
"Donggala, Kab.",2020,17.39,FALSE
"Donggala, Kab.",2021,17.07,TRUE
"Donggala, Kab.",2022,16.75,TRUE
"Donggala, Kab.",2023,16.43,TRUE
"Donggala, Kab.",2024,16.11,TRUE
"Dumai, Kota",2015,5.26,FALSE
"Dumai, Kota",2016,4.74,FALSE
"Dumai, Kota",2017,4.57,FALSE
"Dumai, Kota",2018,3.71,FALSE
"Dumai, Kota",2019,3.56,FALSE
"Dumai, Kota",2020,3.16,FALSE
"Dumai, Kota",2021,2.885,TRUE
"Dumai, Kota",2022,2.61,TRUE
"Dumai, Kota",2023,2.335,TRUE
"Dumai, Kota",2024,2.06,TRUE
"Empat Lawang, Kab.",2015,13.33,FALSE
"Empat Lawang, Kab.",2016,12.54,FALSE
"Empat Lawang, Kab.",2017,12.44,FALSE
"Empat Lawang, Kab.",2018,12.25,FALSE
"Empat Lawang, Kab.",2019,12.3,FALSE
"Empat Lawang, Kab.",2020,12.63,FALSE
"Empat Lawang, Kab.",2021,12.82,TRUE
"Empat Lawang, Kab.",2022,13.01,TRUE
"Empat Lawang, Kab.",2023,13.2,TRUE
"Empat Lawang, Kab.",2024,13.39,TRUE
"Ende, Kab.",2015,23.49,FALSE
"Ende, Kab.",2016,23.89,FALSE
"Ende, Kab.",2017,23.95,FALSE
"Ende, Kab.",2018,24.2,FALSE
"Ende, Kab.",2019,23.18,FALSE
"Ende, Kab.",2020,23.76,FALSE
"Ende, Kab.",2021,23.54,TRUE
"Ende, Kab.",2022,23.32,TRUE
"Ende, Kab.",2023,23.1,TRUE
"Ende, Kab.",2024,22.88,TRUE
"Enrekang, Kab.",2015,13.82,FALSE
"Enrekang, Kab.",2016,13.41,FALSE
"Enrekang, Kab.",2017,13.16,FALSE
"Enrekang, Kab.",2018,12.49,FALSE
"Enrekang, Kab.",2019,12.33,FALSE
"Enrekang, Kab.",2020,12.17,FALSE
"Enrekang, Kab.",2021,12.01,TRUE
"Enrekang, Kab.",2022,11.85,TRUE
"Enrekang, Kab.",2023,11.69,TRUE
"Enrekang, Kab.",2024,11.53,TRUE
"Fakfak, Kab.",2015,27.51,FALSE
"Fakfak, Kab.",2016,26.66,FALSE
"Fakfak, Kab.",2017,25.96,FALSE
"Fakfak, Kab.",2018,24.31,FALSE
"Fakfak, Kab.",2019,23.25,FALSE
"Fakfak, Kab.",2020,22.27,FALSE
"Fakfak, Kab.",2021,21.25,TRUE
"Fakfak, Kab.",2022,20.23,TRUE
"Fakfak, Kab.",2023,19.21,TRUE
"Fakfak, Kab.",2024,18.19,TRUE
"Flores Timur, Kab.",2015,9.66,FALSE
"Flores Timur, Kab.",2016,10.31,FALSE
"Flores Timur, Kab.",2017,10.75,FALSE
"Flores Timur, Kab.",2018,11.05,FALSE
"Flores Timur, Kab.",2019,10.9,FALSE
"Flores Timur, Kab.",2020,10.84,FALSE
"Flores Timur, Kab.",2021,10.735,TRUE
"Flores Timur, Kab.",2022,10.63,TRUE
"Flores Timur, Kab.",2023,10.525,TRUE
"Flores Timur, Kab.",2024,10.42,TRUE
"Garut, Kab.",2015,12.81,FALSE
"Garut, Kab.",2016,11.64,FALSE
"Garut, Kab.",2017,11.27,FALSE
"Garut, Kab.",2018,9.27,FALSE
"Garut, Kab.",2019,8.98,FALSE
"Garut, Kab.",2020,9.98,FALSE
"Garut, Kab.",2021,10.335,TRUE
"Garut, Kab.",2022,10.69,TRUE
"Garut, Kab.",2023,11.045,TRUE
"Garut, Kab.",2024,11.4,TRUE
"Gayo Lues, Kab.",2015,21.95,FALSE
"Gayo Lues, Kab.",2016,21.86,FALSE
"Gayo Lues, Kab.",2017,21.97,FALSE
"Gayo Lues, Kab.",2018,20.7,FALSE
"Gayo Lues, Kab.",2019,19.87,FALSE
"Gayo Lues, Kab.",2020,19.32,FALSE
"Gayo Lues, Kab.",2021,18.63,TRUE
"Gayo Lues, Kab.",2022,17.94,TRUE
"Gayo Lues, Kab.",2023,17.25,TRUE
"Gayo Lues, Kab.",2024,16.56,TRUE
"Gianyar, Kab.",2015,4.61,FALSE
"Gianyar, Kab.",2016,4.44,FALSE
"Gianyar, Kab.",2017,4.46,FALSE
"Gianyar, Kab.",2018,4.19,FALSE
"Gianyar, Kab.",2019,3.88,FALSE
"Gianyar, Kab.",2020,4.08,FALSE
"Gianyar, Kab.",2021,4.025,TRUE
"Gianyar, Kab.",2022,3.97,TRUE
"Gianyar, Kab.",2023,3.915,TRUE
"Gianyar, Kab.",2024,3.86,TRUE
"Gorontalo Utara, Kab.",2015,18.93,FALSE
"Gorontalo Utara, Kab.",2016,18.51,FALSE
"Gorontalo Utara, Kab.",2017,19.23,FALSE
"Gorontalo Utara, Kab.",2018,18.54,FALSE
"Gorontalo Utara, Kab.",2019,16.95,FALSE
"Gorontalo Utara, Kab.",2020,16.88,FALSE
"Gorontalo Utara, Kab.",2021,16.05,TRUE
"Gorontalo Utara, Kab.",2022,15.22,TRUE
"Gorontalo Utara, Kab.",2023,14.39,TRUE
"Gorontalo Utara, Kab.",2024,13.56,TRUE
"Gorontalo, Kab.",2015,21.8,FALSE
"Gorontalo, Kab.",2016,21.03,FALSE
"Gorontalo, Kab.",2017,20.55,FALSE
"Gorontalo, Kab.",2018,19.84,FALSE
"Gorontalo, Kab.",2019,15.52,FALSE
"Gorontalo, Kab.",2020,15.22,FALSE
"Gorontalo, Kab.",2021,12.91,TRUE
"Gorontalo, Kab.",2022,10.6,TRUE
"Gorontalo, Kab.",2023,8.29,TRUE
"Gorontalo, Kab.",2024,5.98,TRUE
"Gorontalo, Kota",2015,6.05,FALSE
"Gorontalo, Kota",2016,6.05,FALSE
"Gorontalo, Kota",2017,5.7,FALSE
"Gorontalo, Kota",2018,5.57,FALSE
"Gorontalo, Kota",2019,5.45,FALSE
"Gorontalo, Kota",2020,5.59,FALSE
"Gorontalo, Kota",2021,5.6,TRUE
"Gorontalo, Kota",2022,5.61,TRUE
"Gorontalo, Kota",2023,5.62,TRUE
"Gorontalo, Kota",2024,5.63,TRUE
"Gowa, Kab.",2015,8.27,FALSE
"Gowa, Kab.",2016,8.4,FALSE
"Gowa, Kab.",2017,8.42,FALSE
"Gowa, Kab.",2018,7.83,FALSE
"Gowa, Kab.",2019,7.53,FALSE
"Gowa, Kab.",2020,7.38,FALSE
"Gowa, Kab.",2021,7.155,TRUE
"Gowa, Kab.",2022,6.93,TRUE
"Gowa, Kab.",2023,6.705,TRUE
"Gowa, Kab.",2024,6.48,TRUE
"Gresik, Kab.",2015,13.63,FALSE
"Gresik, Kab.",2016,13.19,FALSE
"Gresik, Kab.",2017,12.8,FALSE
"Gresik, Kab.",2018,11.89,FALSE
"Gresik, Kab.",2019,11.35,FALSE
"Gresik, Kab.",2020,12.4,FALSE
"Gresik, Kab.",2021,12.655,TRUE
"Gresik, Kab.",2022,12.91,TRUE
"Gresik, Kab.",2023,13.165,TRUE
"Gresik, Kab.",2024,13.42,TRUE
"Grobogan, Kab.",2015,13.68,FALSE
"Grobogan, Kab.",2016,13.57,FALSE
"Grobogan, Kab.",2017,13.27,FALSE
"Grobogan, Kab.",2018,12.31,FALSE
"Grobogan, Kab.",2019,11.77,FALSE
"Grobogan, Kab.",2020,12.46,FALSE
"Grobogan, Kab.",2021,12.535,TRUE
"Grobogan, Kab.",2022,12.61,TRUE
"Grobogan, Kab.",2023,12.685,TRUE
"Grobogan, Kab.",2024,12.76,TRUE
"Gunung Kidul, Kab.",2015,21.73,FALSE
"Gunung Kidul, Kab.",2016,19.34,FALSE
"Gunung Kidul, Kab.",2017,18.65,FALSE
"Gunung Kidul, Kab.",2018,17.12,FALSE
"Gunung Kidul, Kab.",2019,16.61,FALSE
"Gunung Kidul, Kab.",2020,17.07,FALSE
"Gunung Kidul, Kab.",2021,17.045,TRUE
"Gunung Kidul, Kab.",2022,17.02,TRUE
"Gunung Kidul, Kab.",2023,16.995,TRUE
"Gunung Kidul, Kab.",2024,16.97,TRUE
"Gunung Mas, Kab.",2015,6.17,FALSE
"Gunung Mas, Kab.",2016,5.85,FALSE
"Gunung Mas, Kab.",2017,5.83,FALSE
"Gunung Mas, Kab.",2018,5.1,FALSE
"Gunung Mas, Kab.",2019,4.91,FALSE
"Gunung Mas, Kab.",2020,4.75,FALSE
"Gunung Mas, Kab.",2021,4.575,TRUE
"Gunung Mas, Kab.",2022,4.4,TRUE
"Gunung Mas, Kab.",2023,4.225,TRUE
"Gunung Mas, Kab.",2024,4.05,TRUE
"Gunung Sitoli, Kota",2015,25.42,FALSE
"Gunung Sitoli, Kota",2016,23.43,FALSE
"Gunung Sitoli, Kota",2017,21.66,FALSE
"Gunung Sitoli, Kota",2018,18.44,FALSE
"Gunung Sitoli, Kota",2019,16.23,FALSE
"Gunung Sitoli, Kota",2020,16.41,FALSE
"Gunung Sitoli, Kota",2021,15.395,TRUE
"Gunung Sitoli, Kota",2022,14.38,TRUE
"Gunung Sitoli, Kota",2023,13.365,TRUE
"Gunung Sitoli, Kota",2024,12.35,TRUE
"Halmahera Barat, Kab.",2015,9.69,FALSE
"Halmahera Barat, Kab.",2016,8.77,FALSE
"Halmahera Barat, Kab.",2017,8.74,FALSE
"Halmahera Barat, Kab.",2018,8.74,FALSE
"Halmahera Barat, Kab.",2019,8.59,FALSE
"Halmahera Barat, Kab.",2020,8.82,FALSE
"Halmahera Barat, Kab.",2021,8.86,TRUE
"Halmahera Barat, Kab.",2022,8.9,TRUE
"Halmahera Barat, Kab.",2023,8.94,TRUE
"Halmahera Barat, Kab.",2024,8.98,TRUE
"Halmahera Selatan, Kab.",2015,4.61,FALSE
"Halmahera Selatan, Kab.",2016,4.11,FALSE
"Halmahera Selatan, Kab.",2017,4.1,FALSE
"Halmahera Selatan, Kab.",2018,4.8,FALSE
"Halmahera Selatan, Kab.",2019,5.03,FALSE
"Halmahera Selatan, Kab.",2020,5.21,FALSE
"Halmahera Selatan, Kab.",2021,5.415,TRUE
"Halmahera Selatan, Kab.",2022,5.62,TRUE
"Halmahera Selatan, Kab.",2023,5.825,TRUE
"Halmahera Selatan, Kab.",2024,6.03,TRUE
"Halmahera Tengah, Kab.",2015,15.23,FALSE
"Halmahera Tengah, Kab.",2016,14.03,FALSE
"Halmahera Tengah, Kab.",2017,14.15,FALSE
"Halmahera Tengah, Kab.",2018,13.94,FALSE
"Halmahera Tengah, Kab.",2019,14.12,FALSE
"Halmahera Tengah, Kab.",2020,13.56,FALSE
"Halmahera Tengah, Kab.",2021,13.37,TRUE
"Halmahera Tengah, Kab.",2022,13.18,TRUE
"Halmahera Tengah, Kab.",2023,12.99,TRUE
"Halmahera Tengah, Kab.",2024,12.8,TRUE
"Halmahera Timur, Kab.",2015,15.33,FALSE
"Halmahera Timur, Kab.",2016,15.48,FALSE
"Halmahera Timur, Kab.",2017,15.25,FALSE
"Halmahera Timur, Kab.",2018,15.02,FALSE
"Halmahera Timur, Kab.",2019,15.39,FALSE
"Halmahera Timur, Kab.",2020,15.45,FALSE
"Halmahera Timur, Kab.",2021,15.665,TRUE
"Halmahera Timur, Kab.",2022,15.88,TRUE
"Halmahera Timur, Kab.",2023,16.095,TRUE
"Halmahera Timur, Kab.",2024,16.31,TRUE
"Halmahera Utara, Kab.",2015,4.99,FALSE
"Halmahera Utara, Kab.",2016,4.19,FALSE
"Halmahera Utara, Kab.",2017,4.22,FALSE
"Halmahera Utara, Kab.",2018,4.51,FALSE
"Halmahera Utara, Kab.",2019,4.55,FALSE
"Halmahera Utara, Kab.",2020,4.45,FALSE
"Halmahera Utara, Kab.",2021,4.42,TRUE
"Halmahera Utara, Kab.",2022,4.39,TRUE
"Halmahera Utara, Kab.",2023,4.36,TRUE
"Halmahera Utara, Kab.",2024,4.33,TRUE
"Hulu Sungai Selatan, Kab.",2015,6.45,FALSE
"Hulu Sungai Selatan, Kab.",2016,6.29,FALSE
"Hulu Sungai Selatan, Kab.",2017,5.8,FALSE
"Hulu Sungai Selatan, Kab.",2018,5.21,FALSE
"Hulu Sungai Selatan, Kab.",2019,5.33,FALSE
"Hulu Sungai Selatan, Kab.",2020,5.17,FALSE
"Hulu Sungai Selatan, Kab.",2021,5.15,TRUE
"Hulu Sungai Selatan, Kab.",2022,5.13,TRUE
"Hulu Sungai Selatan, Kab.",2023,5.11,TRUE
"Hulu Sungai Selatan, Kab.",2024,5.09,TRUE
"Hulu Sungai Tengah, Kab.",2015,5.81,FALSE
"Hulu Sungai Tengah, Kab.",2016,6.18,FALSE
"Hulu Sungai Tengah, Kab.",2017,6.09,FALSE
"Hulu Sungai Tengah, Kab.",2018,6.01,FALSE
"Hulu Sungai Tengah, Kab.",2019,5.93,FALSE
"Hulu Sungai Tengah, Kab.",2020,5.64,FALSE
"Hulu Sungai Tengah, Kab.",2021,5.455,TRUE
"Hulu Sungai Tengah, Kab.",2022,5.27,TRUE
"Hulu Sungai Tengah, Kab.",2023,5.085,TRUE
"Hulu Sungai Tengah, Kab.",2024,4.9,TRUE
"Hulu Sungai Utara, Kab.",2015,7.07,FALSE
"Hulu Sungai Utara, Kab.",2016,6.76,FALSE
"Hulu Sungai Utara, Kab.",2017,6.65,FALSE
"Hulu Sungai Utara, Kab.",2018,6.38,FALSE
"Hulu Sungai Utara, Kab.",2019,6.5,FALSE
"Hulu Sungai Utara, Kab.",2020,6.14,FALSE
"Hulu Sungai Utara, Kab.",2021,6.02,TRUE
"Hulu Sungai Utara, Kab.",2022,5.9,TRUE
"Hulu Sungai Utara, Kab.",2023,5.78,TRUE
"Hulu Sungai Utara, Kab.",2024,5.66,TRUE
"Humbang Hasundutan, Kab.",2015,9.85,FALSE
"Humbang Hasundutan, Kab.",2016,9.78,FALSE
"Humbang Hasundutan, Kab.",2017,9.85,FALSE
"Humbang Hasundutan, Kab.",2018,9,FALSE
"Humbang Hasundutan, Kab.",2019,8.75,FALSE
"Humbang Hasundutan, Kab.",2020,9.36,FALSE
"Humbang Hasundutan, Kab.",2021,9.54,TRUE
"Humbang Hasundutan, Kab.",2022,9.72,TRUE
"Humbang Hasundutan, Kab.",2023,9.9,TRUE
"Humbang Hasundutan, Kab.",2024,10.08,TRUE
"Indragiri Hilir, Kab.",2015,8.11,FALSE
"Indragiri Hilir, Kab.",2016,7.99,FALSE
"Indragiri Hilir, Kab.",2017,7.7,FALSE
"Indragiri Hilir, Kab.",2018,7.05,FALSE
"Indragiri Hilir, Kab.",2019,6.54,FALSE
"Indragiri Hilir, Kab.",2020,5.93,FALSE
"Indragiri Hilir, Kab.",2021,5.37,TRUE
"Indragiri Hilir, Kab.",2022,4.81,TRUE
"Indragiri Hilir, Kab.",2023,4.25,TRUE
"Indragiri Hilir, Kab.",2024,3.69,TRUE
"Indragiri Hulu, Kab.",2015,7.76,FALSE
"Indragiri Hulu, Kab.",2016,7.15,FALSE
"Indragiri Hulu, Kab.",2017,6.94,FALSE
"Indragiri Hulu, Kab.",2018,6.3,FALSE
"Indragiri Hulu, Kab.",2019,6.06,FALSE
"Indragiri Hulu, Kab.",2020,5.96,FALSE
"Indragiri Hulu, Kab.",2021,5.79,TRUE
"Indragiri Hulu, Kab.",2022,5.62,TRUE
"Indragiri Hulu, Kab.",2023,5.45,TRUE
"Indragiri Hulu, Kab.",2024,5.28,TRUE
"Indramayu, Kab.",2015,14.98,FALSE
"Indramayu, Kab.",2016,13.95,FALSE
"Indramayu, Kab.",2017,13.67,FALSE
"Indramayu, Kab.",2018,11.89,FALSE
"Indramayu, Kab.",2019,11.11,FALSE
"Indramayu, Kab.",2020,12.7,FALSE
"Indramayu, Kab.",2021,13.105,TRUE
"Indramayu, Kab.",2022,13.51,TRUE
"Indramayu, Kab.",2023,13.915,TRUE
"Indramayu, Kab.",2024,14.32,TRUE
"Intan Jaya, Kab.",2015,41.34,FALSE
"Intan Jaya, Kab.",2016,43.73,FALSE
"Intan Jaya, Kab.",2017,42.23,FALSE
"Intan Jaya, Kab.",2018,42.71,FALSE
"Intan Jaya, Kab.",2019,42.92,FALSE
"Intan Jaya, Kab.",2020,40.71,FALSE
"Intan Jaya, Kab.",2021,39.71,TRUE
"Intan Jaya, Kab.",2022,38.71,TRUE
"Intan Jaya, Kab.",2023,37.71,TRUE
"Intan Jaya, Kab.",2024,36.71,TRUE
"Jakarta Barat, Kota",2015,3.64,FALSE
"Jakarta Barat, Kota",2016,3.38,FALSE
"Jakarta Barat, Kota",2017,3.45,FALSE
"Jakarta Barat, Kota",2018,3.39,FALSE
"Jakarta Barat, Kota",2019,3.25,FALSE
"Jakarta Barat, Kota",2020,4.25,FALSE
"Jakarta Barat, Kota",2021,4.68,TRUE
"Jakarta Barat, Kota",2022,5.11,TRUE
"Jakarta Barat, Kota",2023,5.54,TRUE
"Jakarta Barat, Kota",2024,5.97,TRUE
"Jakarta Pusat, Kota",2015,4.16,FALSE
"Jakarta Pusat, Kota",2016,3.91,FALSE
"Jakarta Pusat, Kota",2017,3.78,FALSE
"Jakarta Pusat, Kota",2018,3.59,FALSE
"Jakarta Pusat, Kota",2019,3.68,FALSE
"Jakarta Pusat, Kota",2020,4.51,FALSE
"Jakarta Pusat, Kota",2021,4.97,TRUE
"Jakarta Pusat, Kota",2022,5.43,TRUE
"Jakarta Pusat, Kota",2023,5.89,TRUE
"Jakarta Pusat, Kota",2024,6.35,TRUE
"Jakarta Selatan, Kota",2015,3.41,FALSE
"Jakarta Selatan, Kota",2016,3.27,FALSE
"Jakarta Selatan, Kota",2017,3.14,FALSE
"Jakarta Selatan, Kota",2018,2.83,FALSE
"Jakarta Selatan, Kota",2019,2.73,FALSE
"Jakarta Selatan, Kota",2020,3.43,FALSE
"Jakarta Selatan, Kota",2021,3.73,TRUE
"Jakarta Selatan, Kota",2022,4.03,TRUE
"Jakarta Selatan, Kota",2023,4.33,TRUE
"Jakarta Selatan, Kota",2024,4.63,TRUE
"Jakarta Timur, Kota",2015,3.24,FALSE
"Jakarta Timur, Kota",2016,3.19,FALSE
"Jakarta Timur, Kota",2017,3.31,FALSE
"Jakarta Timur, Kota",2018,3.14,FALSE
"Jakarta Timur, Kota",2019,3.12,FALSE
"Jakarta Timur, Kota",2020,4.16,FALSE
"Jakarta Timur, Kota",2021,4.67,TRUE
"Jakarta Timur, Kota",2022,5.18,TRUE
"Jakarta Timur, Kota",2023,5.69,TRUE
"Jakarta Timur, Kota",2024,6.2,TRUE
"Jakarta Utara, Kota",2015,5.91,FALSE
"Jakarta Utara, Kota",2016,5.57,FALSE
"Jakarta Utara, Kota",2017,5.59,FALSE
"Jakarta Utara, Kota",2018,5.35,FALSE
"Jakarta Utara, Kota",2019,5.04,FALSE
"Jakarta Utara, Kota",2020,6.78,FALSE
"Jakarta Utara, Kota",2021,7.495,TRUE
"Jakarta Utara, Kota",2022,8.21,TRUE
"Jakarta Utara, Kota",2023,8.925,TRUE
"Jakarta Utara, Kota",2024,9.64,TRUE
"Jambi, Kota",2015,9.67,FALSE
"Jambi, Kota",2016,8.87,FALSE
"Jambi, Kota",2017,8.84,FALSE
"Jambi, Kota",2018,8.49,FALSE
"Jambi, Kota",2019,8.12,FALSE
"Jambi, Kota",2020,8.27,FALSE
"Jambi, Kota",2021,8.16,TRUE
"Jambi, Kota",2022,8.05,TRUE
"Jambi, Kota",2023,7.94,TRUE
"Jambi, Kota",2024,7.83,TRUE
"Jayapura, Kab.",2015,14.69,FALSE
"Jayapura, Kab.",2016,13.49,FALSE
"Jayapura, Kab.",2017,13.01,FALSE
"Jayapura, Kab.",2018,13.44,FALSE
"Jayapura, Kab.",2019,13.13,FALSE
"Jayapura, Kab.",2020,12.44,FALSE
"Jayapura, Kab.",2021,11.94,TRUE
"Jayapura, Kab.",2022,11.44,TRUE
"Jayapura, Kab.",2023,10.94,TRUE
"Jayapura, Kab.",2024,10.44,TRUE
"Jayapura, Kota",2015,12.22,FALSE
"Jayapura, Kota",2016,12.06,FALSE
"Jayapura, Kota",2017,11.46,FALSE
"Jayapura, Kota",2018,11.37,FALSE
"Jayapura, Kota",2019,11.49,FALSE
"Jayapura, Kota",2020,11.16,FALSE
"Jayapura, Kota",2021,11.055,TRUE
"Jayapura, Kota",2022,10.95,TRUE
"Jayapura, Kota",2023,10.845,TRUE
"Jayapura, Kota",2024,10.74,TRUE
"Jayawijaya, Kab.",2015,39.48,FALSE
"Jayawijaya, Kab.",2016,39.66,FALSE
"Jayawijaya, Kab.",2017,38.62,FALSE
"Jayawijaya, Kab.",2018,38.66,FALSE
"Jayawijaya, Kab.",2019,38.33,FALSE
"Jayawijaya, Kab.",2020,37.22,FALSE
"Jayawijaya, Kab.",2021,36.5,TRUE
"Jayawijaya, Kab.",2022,35.78,TRUE
"Jayawijaya, Kab.",2023,35.06,TRUE
"Jayawijaya, Kab.",2024,34.34,TRUE
"Jember, Kab.",2015,11.22,FALSE
"Jember, Kab.",2016,10.97,FALSE
"Jember, Kab.",2017,11,FALSE
"Jember, Kab.",2018,9.98,FALSE
"Jember, Kab.",2019,9.25,FALSE
"Jember, Kab.",2020,10.09,FALSE
"Jember, Kab.",2021,10.145,TRUE
"Jember, Kab.",2022,10.2,TRUE
"Jember, Kab.",2023,10.255,TRUE
"Jember, Kab.",2024,10.31,TRUE
"Jembrana, Kab.",2015,5.84,FALSE
"Jembrana, Kab.",2016,5.33,FALSE
"Jembrana, Kab.",2017,5.38,FALSE
"Jembrana, Kab.",2018,5.2,FALSE
"Jembrana, Kab.",2019,4.88,FALSE
"Jembrana, Kab.",2020,4.51,FALSE
"Jembrana, Kab.",2021,4.165,TRUE
"Jembrana, Kab.",2022,3.82,TRUE
"Jembrana, Kab.",2023,3.475,TRUE
"Jembrana, Kab.",2024,3.13,TRUE
"Jeneponto, Kab.",2015,15.18,FALSE
"Jeneponto, Kab.",2016,15.49,FALSE
"Jeneponto, Kab.",2017,15.4,FALSE
"Jeneponto, Kab.",2018,15.48,FALSE
"Jeneponto, Kab.",2019,14.88,FALSE
"Jeneponto, Kab.",2020,14.58,FALSE
"Jeneponto, Kab.",2021,14.13,TRUE
"Jeneponto, Kab.",2022,13.68,TRUE
"Jeneponto, Kab.",2023,13.23,TRUE
"Jeneponto, Kab.",2024,12.78,TRUE
"Jepara, Kab.",2015,8.5,FALSE
"Jepara, Kab.",2016,8.35,FALSE
"Jepara, Kab.",2017,8.12,FALSE
"Jepara, Kab.",2018,7,FALSE
"Jepara, Kab.",2019,6.66,FALSE
"Jepara, Kab.",2020,7.17,FALSE
"Jepara, Kab.",2021,7.255,TRUE
"Jepara, Kab.",2022,7.34,TRUE
"Jepara, Kab.",2023,7.425,TRUE
"Jepara, Kab.",2024,7.51,TRUE
"Jombang, Kab.",2015,10.79,FALSE
"Jombang, Kab.",2016,10.7,FALSE
"Jombang, Kab.",2017,10.48,FALSE
"Jombang, Kab.",2018,9.56,FALSE
"Jombang, Kab.",2019,9.22,FALSE
"Jombang, Kab.",2020,9.94,FALSE
"Jombang, Kab.",2021,10.13,TRUE
"Jombang, Kab.",2022,10.32,TRUE
"Jombang, Kab.",2023,10.51,TRUE
"Jombang, Kab.",2024,10.7,TRUE
"Kaimana, Kab.",2015,17.79,FALSE
"Kaimana, Kab.",2016,17.44,FALSE
"Kaimana, Kab.",2017,17.22,FALSE
"Kaimana, Kab.",2018,16.65,FALSE
"Kaimana, Kab.",2019,16.11,FALSE
"Kaimana, Kab.",2020,15.5,FALSE
"Kaimana, Kab.",2021,14.925,TRUE
"Kaimana, Kab.",2022,14.35,TRUE
